symbol,sector,market_cap
TORNTPHARM.NS,Healthcare,144045
TORNTPOWER.NS,Utilities,86731
TOTAL.NS,Industrials,91
TOUCHWOOD.NS,Communication Services,83
TPHQ.NS,Industrials,61
TPLPLASTEH.NS,Consumer Cyclical,528
TRACXN.NS,Technology,362
TRANSPEK.NS,Basic Materials,0
TRANSRAILL.NS,Industrials,8156
TRANSWORLD.NS,Industrials,375
TRAVELFOOD.NS,Consumer Cyclical,17181
TREEHOUSE.NS,Consumer Defensive,33
TREJHARA.NS,Technology,381
TREL.NS,Real Estate,665
TRENT.NS,Consumer Cyclical,147065
TRF.NS,Industrials,301
TRIDENT.NS,Consumer Cyclical,13457
TRIGYN.NS,Technology,184
TRITURBINE.NS,Industrials,18364
TRIVENI.NS,Consumer Defensive,9151
TRU.NS,Financial Services,77
TRUALT.NS,Energy,4199
TSFINV.NS,Financial Services,9224
TTKHLTCARE.NS,Healthcare,1317
TTKPRESTIG.NS,Consumer Cyclical,7046
TTL.NS,Consumer Cyclical,204
TTML.NS,Communication Services,8482
TVSELECT.NS,Technology,886
TVSHLTD.NS,Consumer Cyclical,28863
TVSMOTOR.NS,Consumer Cyclical,167108
TVSSCS.NS,Industrials,5183
TVSSRICHAK.NS,Consumer Cyclical,2952
TVTODAY.NS,Communication Services,684
TVVISION.NS,Communication Services,20
UBL.NS,Consumer Defensive,38502
UCAL.NS,Consumer Cyclical,222
UCOBANK.NS,Financial Services,33493
UDS.NS,Industrials,1071
UEL.NS,Technology,2198
UFBL.NS,Consumer Cyclical,1426
UFLEX.NS,Consumer Cyclical,3213
UFO.NS,Communication Services,281
UGARSUGAR.NS,Consumer Defensive,490
UGROCAP.NS,Financial Services,1673
UJJIVANSFB.NS,Financial Services,11863
ULTRACEMCO.NS,Basic Materials,345561
ULTRAMAR.NS,Basic Materials,0
UMAEXPORTS.NS,Consumer Defensive,84
UMESLTD.NS,Consumer Defensive,15
UMIYA-MRO.NS,Real Estate,163
UNICHEMLAB.NS,Healthcare,2742
UNIDT.NS,Energy,415
UNIECOM.NS,Technology,1054
UNIENTER.NS,Basic Materials,746
UNIINFO.NS,Communication Services,13
UNIMECH.NS,Industrials,5262
UNIONBANK.NS,Financial Services,127397
UNIPARTS.NS,Industrials,2452
UNITDSPR.NS,Consumer Defensive,96453
UNITECH.NS,Real Estate,1276
UNITEDPOLY.NS,Consumer Cyclical,722
UNITEDTEA.NS,Consumer Defensive,274
UNIVAFOODS.NS,Financial Services,11
UNIVASTU.NS,Industrials,250
UNIVCABLES.NS,Industrials,3331
UNIVPHOTO.NS,Healthcare,522
UNOMINDA.NS,Consumer Cyclical,64694
UPL.NS,Basic Materials,54503
URAVIDEF.NS,Consumer Cyclical,157
URBANCO.NS,Technology,23593
URJA.NS,Technology,638
USHAMART.NS,Basic Materials,14328
USK.NS,Industrials,132
UTIAMC.NS,Financial Services,12348
UTKARSHBNK.NS,Financial Services,2678
UTLSOLAR.NS,Technology,9211
UTTAMSUGAR.NS,Consumer Defensive,998
UYFINCORP.NS,Financial Services,275
V2RETAIL.NS,Consumer Cyclical,7318
VADILALIND.NS,Consumer Defensive,3370
VAIBHAVGBL.NS,Consumer Cyclical,3753
VAISHALI.NS,Healthcare,96
VAKRANGEE.NS,Technology,740
VALIANTLAB.NS,Healthcare,415
VALIANTORG.NS,Basic Materials,736
VARDHACRLC.NS,Consumer Cyclical,330
VARDMNPOLY.NS,Consumer Cyclical,329
VARROC.NS,Consumer Cyclical,8310
VASCONEQ.NS,Industrials,950
VASWANI.NS,Basic Materials,188
VBL.NS,Consumer Defensive,174188
VCL.NS,Consumer Cyclical,27
VEDL.NS,Basic Materials,113258
VEEDOL.NS,Basic Materials,2462
VELJAN.NS,,0
VENKEYS.NS,Consumer Defensive,2232
VENTIVE.NS,Consumer Cyclical,14549
VENUSPIPES.NS,Basic Materials,2861
VENUSREM.NS,Healthcare,1299
VERANDA.NS,Consumer Defensive,1898
VERTOZ.NS,Technology,410
VESUVIUS.NS,Industrials,10462
VETO.NS,Industrials,211
VGL.NS,Consumer Cyclical,312
VGUARD.NS,Industrials,14582
VHL.NS,Financial Services,1152
VHLTD.NS,Consumer Cyclical,965
VIDHIING.NS,Basic Materials,1493
VIDYAWIRES.NS,Industrials,1881
VIJAYA.NS,Healthcare,11982
VIJIFIN.NS,Financial Services,55
VIKASECO.NS,Basic Materials,247
VIKASLIFE.NS,Consumer Defensive,291
VIKRAMSOLR.NS,Technology,8093
VIKRAN.NS,Industrials,1875
VIMTALABS.NS,Healthcare,2137
VINATIORGA.NS,Basic Materials,13989
VINCOFE.NS,Consumer Defensive,2010
VINDHYATEL.NS,Industrials,1762
VINEETLAB.NS,Basic Materials,72
VINNY.NS,Consumer Cyclical,53
VINYLINDIA.NS,Basic Materials,474
VIPCLOTHNG.NS,Consumer Cyclical,202
VIPIND.NS,Consumer Cyclical,4247
VIPULLTD.NS,Real Estate,133
VIRINCHI.NS,Technology,197
VISAKAIND.NS,Industrials,580
VISASTEEL.NS,Basic Materials,619
VISHNU.NS,Basic Materials,4204
VISHWARAJ.NS,Consumer Defensive,127
VITAL.NS,Basic Materials,147
VIVIDHA.NS,Consumer Cyclical,17
VIVIMEDLAB.NS,Healthcare,58
VIYASH.NS,Healthcare,8990
VLEGOV.NS,Technology,162
VLSFINANCE.NS,Financial Services,735
VMART.NS,Consumer Cyclical,5062
VMM.NS,Consumer Cyclical,58265
VMSTMT.NS,Basic Materials,244
VOLTAMP.NS,Industrials,12230
VOLTAS.NS,Consumer Cyclical,48391
VPRPL.NS,Industrials,538
VRAJ.NS,Basic Materials,427
VRLLOG.NS,Industrials,4494
VSSL.NS,Basic Materials,2731
VSTIND.NS,Consumer Defensive,4380
VSTL.NS,Basic Materials,246
VSTTILLERS.NS,Industrials,4606
VTL.NS,Consumer Cyclical,17926
WAAREEENER.NS,Technology,89948
WAAREEINDO.NS,Technology,1766
WAAREERTL.NS,Utilities,10715
WABAG.NS,Industrials,9423
WAKEFIT.NS,Consumer Cyclical,4826
WALCHANNAG.NS,Industrials,1709
WANBURY.NS,Healthcare,899
WCIL.NS,Industrials,1113
WEALTH.NS,Financial Services,1011
WEBELSOLAR.NS,Technology,5044
WEIZMANIND.NS,Consumer Cyclical,130
WEL.NS,Consumer Cyclical,1424
WELCORP.NS,Basic Materials,32765
WELENT.NS,Industrials,7274
WELINV.NS,Financial Services,537
WELSPLSOL.NS,,0
WELSPUNLIV.NS,Consumer Cyclical,12353
WENDT.NS,Industrials,1410
WESTLIFE.NS,Consumer Cyclical,7697
WEWIN.NS,Technology,53
WEWORK.NS,Real Estate,7368
WHEELS.NS,Consumer Cyclical,3171
WHIRLPOOL.NS,Consumer Cyclical,12500
WILLAMAGOR.NS,Financial Services,31
WIMPLAST.NS,Consumer Cyclical,0
WINDLAS.NS,Healthcare,1815
WINDMACHIN.NS,Industrials,2739
WINSOME.NS,Consumer Cyclical,13
WIPL.NS,Basic Materials,136
WIPRO.NS,Technology,210984
WOCKPHARMA.NS,Healthcare,23228
WONDERLA.NS,Consumer Cyclical,3360
WORTHPERI.NS,Consumer Cyclical,213
WPIL.NS,,0
WSI.NS,Industrials,556
WSTCSTPAPR.NS,Basic Materials,3364
XCHANGING.NS,Technology,742
XELPMOC.NS,Technology,162
XPROINDIA.NS,Basic Materials,2455
XTGLOBAL.NS,Technology,431
YASHO.NS,Basic Materials,1814
YATHARTH.NS,Healthcare,7949
YATRA.NS,Consumer Cyclical,1631
YESBANK.NS,Financial Services,63514
YUKEN.NS,Industrials,1025
ZAGGLE.NS,Technology,3362
ZEEL.NS,Communication Services,8764
ZEELEARN.NS,Consumer Defensive,172
ZEEMEDIA.NS,Communication Services,525
ZENITHEXPO.NS,Consumer Cyclical,116
ZENITHSTL.NS,Basic Materials,90
ZENSARTECH.NS,Technology,11666
ZENTEC.NS,Industrials,13426
ZFCVINDIA.NS,Consumer Cyclical,28155
ZFSTEERING.NS,Consumer Cyclical,0
ZIMLAB.NS,Healthcare,497
ZODIAC.NS,,0
ZODIACLOTH.NS,Consumer Cyclical,219
ZOTA.NS,Healthcare,4027
ZSARACOM.NS,,0
ZUARI.NS,Basic Materials,1013
ZUARIIND.NS,Industrials,792
ZYDUSLIFE.NS,Healthcare,90661
ZYDUSWELL.NS,Consumer Defensive,16377
